profile,requested_blocks_per_seed,snr_db,checkpoint_idx,blocks_per_seed,pooled_blocks,mode_id,modulation,pooled_ber,pooled_se,ci95_low,ci95_high,overlaps_ber_target,z_ab
deep,70000,28.25,11,55000,110000,2,16QAM,0.0029391187263257575,6.582023409975464e-05,0.0028101110674902383,0.0030681263851612766,False,0.5027864103086663
deep,70000,28.25,11,55000,110000,3,64QAM,0.009502986900252525,0.00010728907782248084,0.009292700307720463,0.009713273492784587,False,0.6708184220803433
deep,70000,28.25,12,60000,120000,0,BPSK,0.0003885959201388889,2.5090399041351247e-05,0.00033941873801784044,0.00043777310225993736,False,0.8973620812340533
deep,70000,28.25,12,60000,120000,1,QPSK,0.0007525092230902778,3.463011133993968e-05,0.0006846342048639959,0.0008203842413165596,False,0.05820102926164975
deep,70000,28.25,12,60000,120000,2,16QAM,0.00291424560546875,6.238907307987276e-05,0.0027919630222321993,0.0030365281887053007,False,0.4423417616216708
deep,70000,28.25,12,60000,120000,3,64QAM,0.0094993896484375,0.00010228286810711199,0.009298915226947561,0.00969986406992744,False,0.7099646267899012
deep,70000,28.25,13,65000,130000,0,BPSK,0.00038896233974358973,2.408562178646073e-05,0.0003417545210421267,0.00043617015844505275,False,0.43664200486904825
deep,70000,28.25,13,65000,130000,1,QPSK,0.0007563952323717949,3.322474562624331e-05,0.000691274730944358,0.0008215157337992318,False,0.27945504688695927
deep,70000,28.25,13,65000,130000,2,16QAM,0.002929969200721154,6.01053037421708e-05,0.0028121628053864992,0.0030477755960558084,False,0.5982199407691233
deep,70000,28.25,13,65000,130000,3,64QAM,0.009528251034989317,9.850923538359834e-05,0.009335172933637463,0.00972132913634117,False,0.883538330617759
deep,70000,28.25,14,70000,140000,0,BPSK,0.00040340401785714285,2.3720742099705884e-05,0.0003569113633417193,0.0004498966723725664,False,0.5642118576469891
deep,70000,28.25,14,70000,140000,1,QPSK,0.000777192615327381,3.2611440451739314e-05,0.0007132741920419719,0.00084111103861279,False,0.10716136038322073
deep,70000,28.25,14,70000,140000,2,16QAM,0.0029640113467261906,5.85668964186821e-05,0.0028492202297455737,0.0030788024637068076,False,0.4868884821309339
deep,70000,28.25,14,70000,140000,3,64QAM,0.009578149026537698,9.548979721469016e-05,0.009390989023996906,0.009765309029078491,False,0.9119041837483621
